,Job_Title,Company,Link,Description,Date Posted,Country,State,City,Zip,Remote
20,ISD Engineer I (Jr. Software...,Navy Federal Credit Union,https://www.dice.com/jobs/detail/ISD-Engineer-I-%28Jr.-Software-Engineer%26%2347MS-Dynamics%29-Navy-Federal-Credit-Union-Vienna-VA-22180/10117743/12339812,"YOUR LIFE'S MISSION: POSSIBLE  You have goals, dreams, hobbies and things you're passionate about.What's Important to You Is Important to UsWe're looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them-friends, family and passions. And we're looking for team members who are passionate about our mission-making a difference in military members' and their families' lives. Together, we can make it happen.Don't take our word for it.•  Military Times 2021 Best for Vets Employers•  WayUp Top 100 Internship Programs•  Forbes® 2022 The Best Employers for New Grads•  Forbes® America's Best Employers•  Newsweek Top 100 Most Loved Workplaces•  Fortune Best Workplaces for Women•  Fortune 100 Best Companies to Work For®•  Computerworld® Best Places to Work in ITBasic Purpose  To research, evaluate, design, implement, and maintain system and product solutions, applying knowledge of engineering principles. To provide technical direction and engineering support for projects and infrastructure. Develops basic knowledge of industry technologies/competition, concepts and trends.Responsibilities• Full life-cycle project management•  Establish and lead project teams•  Develop project plan/scope/schedule/cost/communications•  Procure and/or manage resources/timelines/deadlines/quality• Risk, Issue and Change management•  Ensure successful project implementation•  Scope of responsibility •  Apply engineering principles into the design and enhancement of new and existing systems - Basic• Ensure the security and integrity of system and product solutions including compliance with Navy Federal, industry engineering and Information Security principles and practices • Perform engineering tasks and assignments in support of business needs •  Perform engineering technology research, procurement, deployment, and configuration for new and modified systems •  Present clear, organized and concise information to all audiences through a variety of media to enable effective business decisions•  Perform other duties as assignedQualifications •  Familiarity with engineering discipline•  Basic database and presentation software skills•  Basic organizational, planning and time management skills•  Basic research, analytical, and problem solving skills•  Basic verbal and written communication skills•  Basic word processing and spreadsheet software skillsDesired• Bachelor's Degree in Business Administration, Information Technology or the equivalent combination of training, education, and experienceHours: Monday - Friday, 8:00AM - 4:30PMLocation: 820 Follin Lane, Vienna, VA 22180 | 5550 Heritage Oaks Dr. Pensacola, FL 32526 | 141 Security Dr. Winchester, VA 22602Navy Federal is now hybrid! Our standard enterprise requirement for a hybrid schedule is to report on-site 4-16 days each month. The number of days reporting on-site will ultimately be determined by the employee's leadership and business unit needs. You will learn more throughout the hiring and on boarding process.Salary Range: $27.50 - $42.00 hourlyNavy Federal Credit Union assesses market data to establish salary ranges that enable us to remain competitive. You are paid within the salary range, based on your experience, location and market position.Posting End Date: 3/27/23Job postings are subject to close early or extend out longer than the anticipated closing date at the hiring team's discretion based on qualified applicant volume. #LI-Hybrid Equal Employment Opportunity  Navy Federal values, celebrates, and enacts diversity in the workplace. Navy Federal takes affirmative action to employ and advance in employment qualified individuals with disabilities, disabled veterans, Armed Forces service medal veterans, recently separated veterans, and other protected veterans. EOE/AA/M/F/Veteran/DisabilityDisclaimerNavy Federal reserves the right to fill this role at a higher/lower grade level based on business need. An assessment may be required to compete for this position.Bank Secrecy ActRemains cognizant of and adheres to Navy Federal policies and procedures, and regulations pertaining to the Bank Secrecy Act.    Report this jobDice Id: 10117743Position Id: 12339812",2023-03-20T22:11:49.000Z,Vienna,VA,Vienna,22180,False
21,D365 Jr. Software Developer -...,Nigel Frank International,https://www.dice.com/jobs/detail/D365-Jr.-Software-Developer-%26%2345-Hybrid-%26%2345-Arlington%2C-VA-Nigel-Frank-International-Arlington-VA-22201/10371697/NFI3142023AO%26%2345314,"D365 Jr. Software Developer - Hybrid - Arlington, VA - $80,000 - $105,000The client I am working with is a Microsoft Gold Partner who is looking to bring on some Jr. Software Developers to their team. These Software Developers should be newer in their career and must have experience with Dynamics CRM and .NET/C#.The ideal candidate for this position:1-3 years of experience with Dynamics CRMMust have a Bachelor's DegreeCode from scratch with .NET/C#PowerApps experience is a plusAbility to work in U.S. without sponsorshipBenefits:Health, Dental, and Vision Insurance401k + MatchGenerous PTO GenerousIncentive for bonusExcellent growth opportunitiesTo apply please send resumes to Alex Ortiz at  or call .Nigel Frank International is the global leader for Microsoft Dynamics / Sharepoint recruitment, advertising more Microsoft Dynamics jobs than any other agency. We deal with both Microsoft Partners & End Users throughout North America. By specializing solely in placing candidates in the Microsoft Dynamics market I have built relationships with most of the key employers in North America and have an unrivalled understanding of where the best opportunities and Microsoft Dynamics jobs are.I understand the need for discretion and would welcome the opportunity to speak to any Microsoft Dynamics candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Microsoft Dynamics market and some of the opportunities and Microsoft Dynamics jobs that are available I can be contacted on  (ext 1213). Please see  for more fantastic Microsoft Dynamics opportunities!Nigel Frank International Inc. is acting as an Employment Agency in relation to this vacancy.    Report this jobDice Id: 10371697Position Id: NFI3142023AO-314",2023-03-15T12:17:18.000Z,Arlington,VA,Arlington,22201,False
22,"Jr. Software Developer (Tampa, FL)","Digital Intelligence Systems, LLC",https://www.dice.com/jobs/detail/Jr.-Software-Developer-%28Tampa%2C-FL%29-Digital-Intelligence-Systems%2C-LLC---/90560183/823623%26%2345501,"
Position: Jr. Software DeveloperLocation: REMOTE with onsite 1x a month and onsite first week for trainingDuration: Contract to hire We are seeking a Junior Backend Developer. The developer will be responsible for utilizing the C#, .Net, SQL Server, ASP.NET, MVC's)  Qualifications1-2 years of previous experience in a backend development role.1+ years of hands-on experience with: C#, .NET, SQL/SQL Server, ASP.NET, MVC'sKnowledge of the SDLC, writing SQL queries, database connectivity, API's, and other back-end systems.Strong knowledge of Microsoft Office 365 Suite (MS Teams, Outlook, Excel, SharePoint, etc.)Digital Intelligence Systems, LLC (DISYS) is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, gender identity, age, national origin, ancestry, citizenship, disability, or veteran status.
",2023-03-15T12:14:14Z,[''],[''],[''],[''],true
23,Junior Software Engineer /...,Motion Recruitment,https://www.dice.com/jobs/detail/Junior-Software-Engineer-%26%2347-Full%26%2345stack-.NET-%26%2347-Work-from-Home-Motion-Recruitment-Wilmington-DE-19801/10105282/549149,"Junior Full-Stack .NET Engineers are needed for the engineering team at a family-owned SaaS company! They develop an application for document management that is utilized in behavioral health facilities. You'll be creating unique dashboards and doing migrations.  Someone with 1-3 years of expertise with the Microsoft stack, including C#,.NET, ASP.NET MVC, APIs, and SQL, is what they are seeking. Applicants need to have knowledge of TypeScript. Angular is a plus. Applicants must currently reside on the East Coast of the United States. Required Skills & Experience  1-3 years of experience with Microsoft web technologies (C#, .NET, ASP.NET MVC) Building and consuming REST APIs  Triggers and stored procedures in SQL  Experience with TypeScript  Desired Skills & Experience  Experience with Angular is a plus   What You Will Be Doing Daily Responsibilities  100% Hands On 50% Team Collaboration  The Offer You will receive the following benefits:  Medical Insurance  Dental Benefits Vision Benefits Paid Time Off (PTO) 401(k) {including match} Flexible remote work    Applicants must be currently authorized to work in the US on a full-time basis now and in the future.    Report this jobDice Id: 10105282Position Id: 549149",2023-03-16T00:14:25.000Z,Wilmington,DE,Wilmington,19801,False
24,NASA Junior Software Safety and...,SAIC,https://www.dice.com/jobs/detail/NASA-Junior-Software-Safety-and-Assurance-Engineer-SAIC-Houston-TX-77001/10111346/2301852,"Job ID: 2301852Location: HOUSTON, TX, USDate Posted: 2023-02-08Category: SoftwareSubcategory: SW EngineerSchedule: Full-timeShift: Day JobTravel: NoMinimum Clearance Required: NoneClearance Level Must Be Able to Obtain: Public TrustPotential for Remote Work: NoDescription   SAIC offers exciting and challenging opportunities to support NASA's present and future human spaceflight programs at the NASA Johnson Space Center in Houston, Texas under the Safety and Mission Assurance Engineering (SMAEC II) Contract. This is an exciting time to be making history with the NASA SMA team assuring continuous human presence on the International Space Station and returning humans to the Moon and then to Mars safely. You will work in a collaborative environment comprised of NASA engineers, Mission Control personnel and astronauts. You will apply design and operations knowledge and expertise in various areas of SMA such as system safety, reliability, quality engineering and assurance, software, probabilistic risk assessment, and others.   In support of NASA Safety and Mission Assurance (S&MA), the primary purpose of the GFE Software Assurance Engineer position is to assure that acquired and developed GFE software products supporting spaceflight are safe, reliable, and capable of performing required functions. GFE projects supported fall under the ISS Program, Orion Program, Gateway Program, Extravehicular Activity, and various other NASA initiatives. Our products include analysis/ assessment reports, safety data package inputs; documented comments, issues, and discrepancies; product inspection/review results; analysis and recommendations for NASA/SAIC management via milestone and product reviews, program panels/boards and Certificate of Flight Readiness (CoFR); as well as drafting procedures.   POSITION DUTIES:     Assure that GFE software requirements, design, and products meet NASA Flight Program (e.g., International Space Station Program), and Safety & Mission Assurance (S&MA) software assurance requirements   Assess software development, test, verification, process documentation, and change products and identify issues and non-compliances   Perform analysis to ensure compliance with program safety requirements (e.g., program Computer Based Controls System Safety Requirements) and applicable NASA standards (NPR 7150.2, NASA-STD-8739.8B)   Perform analysis (e.g., code test coverage, static analysis), prepare reports, present findings of audits/assessments and evaluations, and provide recommendations to the assigned GFE project, and NASA GFE S&MA Software Assurance Lead   Author or review and revise internal work processes   Participate in, and represent software S&MA assurance, as appropriate and as required in working groups, panels and boards in order to perform the above described tasks   Qualifications    Position Requirements  :   Possess a bachelors or higher degree in a technical field, preferably computer science, software engineering, other engineering fields. Understanding of NASA software engineering and software assurance requirements. Familiar with NASA flight certification processes, or certification processes for other industries, including safety.   Bachelors and zero (0) years or more of related experience    The development, assurance, and certification of complex, critical computerized control systems safety for systems containing software or programmable electronics, to include implementation of technical requirements for safety. This may include NASA systems, or commercial systems (e.g., medical devices, energy, aviation).   Covid Policy: SAIC does not require COVID-19 vaccinations or boosters. Customer site vaccination requirements must be followed when work is performed at a customer site.<![CDATA[SAIC is a premier technology integrator providing full life cycle services and solutions in the technical, engineering, intelligence, and enterprise information technology markets. SAIC is Redefining Ingenuity through its deep customer and domain knowledge to enable the delivery of systems engineering and integration offerings for large, complex projects. SAIC's approximately 15,000 employees are driven by integrity and mission focus to serve customers in the U.S. federal government. Headquartered in Reston, Virginia, SAIC has annual revenues of approximately $4.5 billion. For more information, visit saic.com. For information on the benefits SAIC offers, see <a href='http://www.mysaicbenefits.com/en/Joining-SAIC' target='_new'>My SAIC Benefits.    Report this jobDice Id: 10111346Position Id: 2301852",2023-02-24T12:15:59.000Z,HOUSTON,TX,HOUSTON,77001,False
25,Junior Software Automation Engineer,Precision Resource Group Limited,https://www.dice.com/jobs/detail/Junior-Software-Automation-Engineer-Precision-Resource-Group-Limited-Saint-Petersburg-FL-33701/91114871/BBBH100045%26%234527,"Jr Software Automation EngineerFull-Time, Direct HireHybrid (St Petersburg Office)$70,000 - $90,000 + 20% Bonus + Full-Paid Healthcare Benefits.  Role details: Data Security company who have built a product that sits within a companies existing environment to monitor data traffic constantly for threat analysis.  They are looking for a recent Computer Engineering or Science graduate or someone with one or two eyars expeirence programming with Python to join the Software Automation team to help test and improve the quality of their product and environment.  Next Steps:Shoot your resume over by applying to this advert. Your resume will be reviewed and we will reach out to schedule a call if your experience is a fit.    Report this jobDice Id: 91114871Position Id: BBBH100045-27",2023-03-03T12:12:17.000Z,Saint Petersburg,FL,Saint Petersburg,33701,False
26,Junior Software Tester (Onsite...,Braintree Technology Solutions,https://www.dice.com/jobs/detail/Junior-Software-Tester-%28Onsite-Local%29-Braintree-Technology-Solutions-San-Jose-CA-95101/10469220/7791484,"Job Title: Test Engineer - UrgentLocation: San Jose, CA (Need only local - Day one Onsite)Duration: Long TermClient: ASMLNo. of Positions: 4Rate: $30/hr on W2 Customer would like to prefer the engineers who had received their education in US.We would not consider new graduates at this point. Qualification:1-3 yr of software testing experience Experience with Linux working environment Able to read and write Shell and Python scriptsBS or MS degree Role and Responsibility:Execute tests per test planAutomate test casesPerform regression testsReport and verify bugs    Report this jobDice Id: 10469220Position Id: 7791484",2023-03-01T00:38:53.000Z,San Jose,CA,San Jose,95101,False
27,Junior C# Application Developer,,https://www.dice.com/jobs/detail/Junior-C%23-Application-Developer-General-Dynamics-Information-Technology-Hanover-MD-21098/appblok/9111_RQ141777," Type of Requisition: RegularClearance Level Must Currently Possess: Top Secret SCI + PolygraphClearance Level Must Be Able to Obtain: Top Secret SCI + PolygraphSuitability: Polygraph Public Trust/Other Required: Job Family: Software Engineering Job Qualifications: Skills:C Sharp (Programming Language), Javascript Programming Language, Knockout.jsCertifications:Experience:0 + years of related experienceUS Citizenship Required:Job Description: PERKS: A Relocation package may be available for this position General Dynamics Information Technology has an immediate opening for an Application Developer.  This position provides an opportunity to further advance the cutting-edge technology that supports some of our nation's core defense/intelligence services and systems.  General Dynamics Information Technology employees work closely with esteemed customers to develop solutions that allow them to carry out high-stakes national security missions. How You Can Help:We seek curious, motivated candidates with a can-do attitude and an agile mindset who stay up-to-date on the latest software, tools and technologies.Are you an open-minded engineer that can help us solve challenging technical problems? If so, GDIT may be the right place for you!** * Responsibilities to include:- Codes, tests, integrates and documents software solutions- Applies principles and techniques of computer science, engineering, and mathematical analysis to the development of complex solutions- Participates as a Subject Matter Expert in internal review of software components and systems- Works on the hardest technical problems facing the company, often these problems are unusually complex and require the utmost creativity and innovation- Applies and champions the appropriate standards, processes, procedures, and tools throughout the system development life cycle to support the generation of technical engineering products- Receives no appreciable instruction on day-to-day work; more often responsible to define the scope, schedule and expectations for the work they execute or lead; assignments may be self-initiated- Provides leadership and/or direction and/or supervision to lower level employees and teams- Leads large technical tasks and large teams and projects- Keeps abreast of technology trends and champions new ideas and process improvements The Junior C# Application Developer shall have experience with:- Web Development with JavaScript- Preferred Libraries: JQuery, BootStrap.JS, Knockout.js- C# with ASP.Net Web Forms - Alternatively: Strong development skills in Java and a willingness to learn C#- Database Experience:- Preferred:  MongoDB- HTML- CSS- Deployment with a Web Server- Preferred: IIS #CJ3#D1Scheduled Weekly Hours: 40 Travel Required: None T elecommuting Options: OnsiteWork Location: USA MD HanoverAdditional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees. To protect the health and safety of its employees and to comply with customer requirements, however, GDIT may require employees in certain positions to be fully vaccinated against COVID-19. Vaccination requirements will depend on the status of the federal contractor mandate and customer site requirements.We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.    Report this jobDice Id: appblokPosition Id: 9111_RQ141777",2023-03-17T21:02:36.000Z,Hanover,MD,Hanover,21098,False
28,Junior Power Apps Developer,Robert Half,https://www.dice.com/jobs/detail/Junior-Power-Apps-Developer-Robert-Half-Atlanta-GA-30303/rhalfint/00900%26%23450012602073,"Description Robert Half is actively looking for a Power Apps Developer for a full time role. We are targeting a candidate with a minimum of two years of experience with and be well rounded in Microsoft's Power Platform tools (especially Power BI, PowerApps, and Power Automate). Should be comfortable with troubleshooting technology and transforming data. Please reach out to Lisa Huffman if interested.    Requirements Experience with data modeling, data visualization, basic SQL, and Power BI's DAX language;Experience with model driven and canvas PowerApps along with their peripheral tools such as Dataverse and Power Fx;Experience with Power Automate, APIs, Connectors, Dataflows, & overall RPA principles;Experience in an agile environment.  Technology Doesn't Change the World, People Do.®Robert Half is the world's first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit https://roberthalf.gobenefits.net/ for more information.© 2023 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking ""Apply Now,"" you're agreeing to Robert Half's Terms of Use.    Report this jobDice Id: rhalfintPosition Id: 00900-0012602073",2023-02-22T01:04:50.000Z,Atlanta,GA,Atlanta,30303,False
29,Junior Embedded Software Engineer,"Softworld, Inc.",https://www.dice.com/jobs/detail/Junior-Embedded-Software-Engineer-Softworld%2C-Inc.-Rochester-NY-14614/softwinc/Softworld_2400%26%2345467,"Junior Embedded Software Engineer The public safety radio team continues to disrupt the market with convergent devices, waveforms, and solutions for public safety professionals including fire, police, ambulance, and utilities. We are seeking a junior to one year experienced embedded software engineer. The selected candidate will participate in requirements generation, design, Agile software process, development and test activities. The candidate will develop embedded real-time solutions for radio application software in C and C++. Programming languages (C, C++)Familiar with Software Life-Cycle Concepts is a plusFamiliar with Real Time Operating Systems ConceptsARM GPP / BlackFin7 DSP Processor architectures (or equivalent) is a plusLinux, Nucleus RTOS (or equivalent) GIT Knowledge is a plusDesign, development, and optimization of applications and memory resources in an embedded real-time systemAbility to work well in a multi-processor software development team environmentBachelors in Electrical Engineering, Computer Science or Computer Engineering field with preferable at least a year of experience in software developmentProven ability to work well in a team environment and make significant individual contributions.Effective communications (written and verbal), and interpersonal skills    Report this jobDice Id: softwincPosition Id: Softworld_2400-467",2023-02-28T12:13:47.000Z,Rochester,NY,Rochester,14614,False
30,Embedded Software Developer...,"Softworld, Inc.",https://www.dice.com/jobs/detail/Embedded-Software-Developer-%28Junior%26%2345Mid%29-Softworld%2C-Inc.-Sterling-Heights-MI-48312/softwinc/Softworld_2401%26%2345836,"Join a dynamic group of software engineers responsible for the design, development and support of embedded software solutions for the worlds premier land-based combat vehicle producer.This is a Hybrid role, comprising of 70% in office work and 30% remote.Responsibilities:Building and configuring VxWorks, Linux, or other embedded operating systems.Perform Linux system programming tasks, including driver development and new hardware enablement on embedded Linux systems.Integrate various software into build systemsDesign, develop, test, deploy, maintain and improve softwareEnable embedded system security using cryptography and secure architecturesManage individual priorities, deadlines, deliverablesRequirements:Degree in Computer Science, Computer, Electrical Engineering (with software development emphasis)Ability to troubleshoot low level software issues and distinguish between hardware and software issuesCapable of developing C and / or C++ code that can be maintained and updated over decadesExcellent communication skillsDemonstrated problem solving skills, learning capabilities, and multitasking capabilitiesDesirable attributes:Experience with Linux device drivers, bootloaders, or other system programming is a strong plusExperience with safety critical systems or real time systems is desirableExperience with one or more build environments such as Buildroot, OpenEmbedded, or in particular YoctoExperience with Git, DOORs, Jira / Bitbucket / Confluence, gdb, or QT is a plusFamiliarity with security features such as SELinux, verified boot and trusted execution environments is a plus     Report this jobDice Id: softwincPosition Id: Softworld_2401-836",2023-03-17T12:10:22.000Z,Sterling Heights,MI,Sterling Heights,48312,False
31,Junior Embedded Software Engineers,Kforce Technology Staffing,https://www.dice.com/jobs/detail/Junior-Embedded-Software-Engineers-Kforce-Technology-Staffing-Gilbert-AZ-85236/kforcecx/ITWQG2060948,"RESPONSIBILITIES:A Kforce client is seeking to hire a Junior Embedded Software Engineers in Gilbert, Arizona (AZ).Summary:We are working directly with the Hiring Manager on these exclusive search assignments. This company offers a competitive compensation package including base salary, annual bonus, and profit sharing. This position is partial remote and can work from home three days a week.Responsibilities include:* Junior Embedded Software Engineers will create, develop, update space, and ground software subsystems* Understand and use BSP's, bootloaders, and drivers with guidance from senior engineers* Communicating issues or deficiencies found with these components* Follow build procedures to create projects with Wind River Workbench* Junior Embedded Software Engineers will debug embedded software (with minimal or no user interface)* Work with internal team members to solve software and system issues* Perform revision control* Junior Embedded Software Engineers will create Version Description Documents and software releases according to established procedures* Follow and create or update software design documents; Contribute to slide presentations as requiredREQUIREMENTS:* Bachelor's degree in Electrical Engineering, Computer Engineering, Software Engineering or Aeronautics, and Astronautics degree is directly applicable* 1-2+ years of hands-on embedded software development experience* Exposure to embedded software engineering* Knowledgeable in C and C++ programming languages* Experience with PowerPC assembly language, LabVIEW, Perl, and Python* Working knowledge of Linux, Windows, VxWorks and/or other Real time operating systems* Knowledgeable in RS232, RS422, TCP/IP, PCI, DMA, MMU, Flash, EEPROM, FPGA memory mapped register access, and exception vectors* Some exposure to JTAG programmers and debuggers* Familiarity with schematic and basic lab equipment such as oscilloscopes, meters, power supplies, etc.* Familiarity with the full range of Microsoft Office and Visio products* Familiar with orbit mechanics and satellite avionics, sensors, and actuators* Familiar with Guidance, Navigation, and Controls of satellites and/or rocketsThe pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future.We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave.Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law.This job is not eligible for bonuses, incentives or commissions.Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.    Report this jobDice Id: kforcecxPosition Id: ITWQG2060948",2023-01-19T20:35:05.000Z,Gilbert,AZ,Gilbert,85236,False
32,Jr. Web Application Developer,Keller Schroeder,https://www.dice.com/jobs/detail/Jr.-Web-Application-Developer-Keller-Schroeder-Evansville-IN-47715/ksa/3026,"Keller Schroeder, an information technology firm in Evansville, IN is seeking a full-time Jr. Web Application Developer to join our Applications Solutions Group in May/June 2023. This position will serve various clients in diverse industries and may be remote. We are looking for high achievers, and we are dedicated to your success! Keller Schroeder is unable to provide sponsorship at this time.  At Keller Schroeder, our mission is to leverage technology tools and services to help our clients more successfully achieve their objectives. We are passionate about our clients, biased toward substance and excellence over form and fashion, and hold dear our reputation for honesty and integrity. As an employee-owned company, our culture is focused on people and performance; we are passionate about using technology to make a positive impact on others.    What will you do? Perform tasks assigned to develop, support, and enhance client systems as a Jr. Web Application Developer and Consultant in order to make a positive, personal impact on our clientsGrow technical and consulting skills through focused education activities, mentoring, and development assignmentsWork under mentor's direction to complete assigned development tasks to ensure completion with a high level of qualityDevelop and support client applications per business requirements and technical standards providedTest applications and make revisions to eliminate errors, with supervision as neededComplete projects/tasks on a timely basis, per commitments made to stakeholdersCommunicate status, estimates, projected completion dates on a regular and timely basisMaintain professional and technical knowledge by reviewing professional publications, establishing personal networks and attending and participating in professional user-groupsContribute as an individual and team memberWhat are we looking for? Bachelor’s degree (preferred but not required) in Computer Science, Computer Information Systems, or other related degree/experienceMotivated individual with a passion for programming and an aptitude to learnSolid written and verbal communication skillsPositive team attitudeExposure to/desire to learn the following technology stack:Front EndHTML, CSS, Javascript, etc.JQuery and other frameworks(Angular, React, etc.)Responsive Frameworks (Bootstrap, Material, etc.)Back EndC#, Java, etc.REST/Web ServicesSQL Why Keller Schroeder's Application Solutions Group has an average tenure of 17 years? Employee Owned – Our ownership mindset saturates every aspect of our company culture. Our Technical teams to Sales to Executive Leadership are focused on keeping our clients and employee owners highly satisfied.Team Atmosphere– As owners we all benefit when everyone is doing their best, we have an awesome team to work with that feels more like family!Training – Keller Schroeder provides on the job training and a defined road map for success. Web Application Developers will have access to Sr. Consultants for mentoring and internal meetups.Flexibility & Autonomy – Our team has a great deal of flexibility to tailor the right combination of remote and on-site time to get the job done and accommodate personal & client scheduling needs.Benefits Package – ESOP/Profit-Sharing, Personal/Comp Time, Great PTO/Vacation/Paid Holiday package, Health/Dental/Vision/Life/DisabilityStability – Keller Schroeder has existed for over 40 years and has been able to adapt and grow throughout its history.Check out why people love working at Keller Schroeder! ;amp;t=14s     Report this jobDice Id: ksaPosition Id: 3026",2022-12-05T20:15:51.000Z,Evansville,IN,Evansville,47715,False
33,Jr. C# .NET Software Developer,Town Fair Tire,https://www.dice.com/jobs/detail/Jr.-C%23-.NET-Software-Developer-Town-Fair-Tire-East-Haven-CT-06512/RTX1d6cb3/7814832,"Please note this position is on-site (not remote) and not sponsored.Town Fair Tire is seeking a Jr. C# .NET Software developer with good SQL Server development skills to join a mid-sized team of developers working on new development of Windows Applications, Web Applications and supporting maintenance on existing applications when needed.The ideal candidate should have experience working in an Agile scrum environment and interacting/coordinating with all members of the team (Product, QA, Implementations) in order to deliver high quality and efficient solutions. The candidate will be a primary contributor in designing, coding, testing, debugging, documenting and supporting all types of applications consistent with established specifications and business requirements to deliver business value.Daily activities will include analysis, coding, design, and collaboration with QA on testing. Interaction with the team is highly collaborative and cooperative.Primary Responsibilities:Analyze and provide solutions for complex tasks and projects, providing design documentation as requiredWork with team lead and product owner to understand business requirementsActively collaborate with team members, QA, and product owners in an Agile scrum environment on projects in order to deliver high quality and efficient solutionEnsure the best possible performance, quality, and responsiveness of applicationsIdentify bottlenecks and bugs, and devise solutions to mitigate and address these issuesHelp maintain code quality & organizationProvide accurate and timely estimates for project tasksExhibit solid organizational skills and focus on accuracy and attention to detailExhibit excellent analytical, problem solving and troubleshooting abilitiesBe self-motivated with the ability to work both independently and in a team environmentTo be considered for this job, candidates may be required to have the following skills and experience:Bachelor degree or above; degrees in Computer Science preferred; can be substituted with relevant experienceStrong knowledge of .NET Framework & object-oriented programming0-2 years of Applications Development experience0-2 years’ experience with C# .NET programming (ADO.NET, ASP.NET)0-2 years’ experience with SQL Server 2012 or higher (creating SQL, table design, views, stored procedures, triggers, etc.)0-2 years’ experience with REST, SOAP, and related Web Service oriented architectures0-2 years’ experience with Visual Studio0-2 years’ experience with Source control; Git is preferred0-2 years’ experience with HTML, CSS, JavaScript, JSON, AJAX0-2 years’ experience with developing web APIsTrello or Jira experience is preferredUnderstanding of fundamental design principles for building a scalable applicationExperience and success working in an Agile Scrum environmentExcellent communication skills are a must    Report this jobDice Id: RTX1d6cb3Position Id: 7814832",2023-03-16T18:30:37.000Z,East Haven,CT,East Haven,06512,False
